Word,Length,Freq_HAL,Log_Freq_HAL
bleating,8,187,5.231
crunched,8,187,5.231
parading,8,187,5.231
washroom,8,187,5.231
chugging,8,186,5.226
enormity,8,186,5.226
frontage,8,186,5.226
halftone,8,186,5.226
knapsack,8,186,5.226
mellowed,8,186,5.226
Olympian,8,186,5.226
roadster,8,186,5.226
scrubber,8,186,5.226
streamed,8,186,5.226
teardrop,8,186,5.226
thumbing,8,186,5.226
dioramas,8,185,5.22
espouses,8,185,5.22
headgear,8,185,5.22
janitors,8,185,5.22
lustrous,8,185,5.22
subsumed,8,185,5.22
temerity,8,185,5.22
annotate,8,184,5.215
buckling,8,184,5.215
coldness,8,184,5.215
confetti,8,184,5.215
cremated,8,184,5.215
doorknob,8,184,5.215
lavishly,8,184,5.215
polemics,8,184,5.215
readjust,8,184,5.215
claimant,8,183,5.209
cortical,8,183,5.209
defector,8,183,5.209
entwined,8,183,5.209
lettered,8,183,5.209
liaisons,8,183,5.209
Parisian,8,183,5.209
teletype,8,183,5.209
Belgians,8,182,5.204
casinos,8,182,5.204
henchman,8,182,5.204
lifeboat,8,182,5.204
lodgings,8,182,5.204
pocketed,8,182,5.204
puritans,8,182,5.204
reformer,8,182,5.204
downbeat,8,181,5.198
foregone,8,181,5.198
grumbled,8,181,5.198
jiggling,8,181,5.198
lifelike,8,181,5.198
mortally,8,181,5.198
Acapulco,8,180,5.193
disjoint,8,180,5.193
tricolor,8,180,5.193
coarsely,8,179,5.187
derelict,8,179,5.187
diuretic,8,179,5.187
engines,8,179,5.187
hyacinth,8,179,5.187
reprieve,8,179,5.187
sharpest,8,179,5.187
agronomy,8,178,5.182
bayonets,8,178,5.182
dwindled,8,178,5.182
epiphany,8,178,5.182
greedily,8,178,5.182
imitates,8,178,5.182
levitate,8,178,5.182
parakeet,8,178,5.182
supposes,8,178,5.182
buoyancy,8,177,5.176
communes,8,177,5.176
Eurasian,8,177,5.176
postmark,8,177,5.176
thruster,8,177,5.176
Victors,8,177,5.176
alderman,8,176,5.17
creaking,8,176,5.17
doghouse,8,176,5.17
interned,8,176,5.17
loadings,8,176,5.17
rooftops,8,176,5.17
sycamore,8,176,5.17
turnouts,8,176,5.17
unsalted,8,176,5.17
alluring,8,175,5.165
amicable,8,175,5.165
arterial,8,175,5.165
conjugal,8,175,5.165
joyfully,8,175,5.165
profited,8,175,5.165
cascaded,8,174,5.159
episodic,8,174,5.159
Hermans,8,174,5.159
overrule,8,174,5.159
unbutton,8,174,5.159
whirring,8,174,5.159
airstrip,8,173,5.153
Cyclades,8,173,5.153
huntsman,8,173,5.153
plodding,8,173,5.153
Athenian,8,172,5.147
Caligula,8,172,5.147
ellipsis,8,172,5.147
emanated,8,172,5.147
nihilist,8,172,5.147
nothings,8,172,5.147
skidding,8,172,5.147
supplant,8,172,5.147
botulism,8,171,5.142
kickback,8,171,5.142
orifices,8,171,5.142
ringworm,8,171,5.142
squander,8,171,5.142
thickest,8,171,5.142
binomial,8,170,5.136
censured,8,170,5.136
localize,8,170,5.136
slanting,8,170,5.136
Socratic,8,170,5.136
alarmist,8,169,5.13
conjunct,8,169,5.13
deflated,8,169,5.13
escapade,8,169,5.13
hygienic,8,169,5.13
jerseys,8,169,5.13
remanded,8,169,5.13
staccato,8,169,5.13
swarming,8,169,5.13
accosted,8,168,5.124
chastise,8,168,5.124
reliving,8,168,5.124
revivals,8,168,5.124
shearing,8,168,5.124
sheeting,8,168,5.124
Tuckers,8,168,5.124
wrenched,8,168,5.124
acquaint,8,167,5.118
energize,8,167,5.118
Hudsons,8,167,5.118
scallion,8,167,5.118
aberrant,8,166,5.112
cloister,8,166,5.112
formless,8,166,5.112
pharisee,8,166,5.112
chirping,8,165,5.106
peerless,8,165,5.106
resolute,8,165,5.106
Trumans,8,165,5.106
wobbling,8,165,5.106
anaconda,8,164,5.1
dipstick,8,164,5.1
esthetic,8,164,5.1
meringue,8,164,5.1
protrude,8,164,5.1
clinched,8,163,5.094
hooligan,8,163,5.094
quandary,8,163,5.094
sanguine,8,163,5.094
tincture,8,163,5.094
brouhaha,8,162,5.088
falsetto,8,162,5.088
lowlands,8,162,5.088
permeate,8,162,5.088
redouble,8,162,5.088
terrains,8,162,5.088
clasping,8,161,5.081
infants,8,161,5.081
Odysseus,8,161,5.081
scallops,8,161,5.081
seedling,8,161,5.081
stretchy,8,161,5.081
wingspan,8,161,5.081
enervate,8,160,5.075
littlest,8,160,5.075
neckline,8,160,5.075
planters,8,160,5.075
thievery,8,160,5.075
arachnid,8,159,5.069
decimate,8,159,5.069
deforest,8,159,5.069
emeralds,8,159,5.069
handball,8,159,5.069
legacies,8,159,5.069
megawatt,8,159,5.069
pretence,8,159,5.069
tonality,8,159,5.069
upturned,8,159,5.069
calmness,8,158,5.063
leopards,8,158,5.063
recanted,8,158,5.063
schizoid,8,158,5.063
specters,8,158,5.063
tethered,8,158,5.063
abstruse,8,157,5.056
aviators,8,157,5.056
impaling,8,157,5.056
outrages,8,157,5.056
princely,8,157,5.056
striding,8,157,5.056
tricycle,8,157,5.056
ailerons,8,156,5.05
appoints,8,156,5.05
Argonaut,8,156,5.05
fatigues,8,156,5.05
flaunted,8,156,5.05
ruffians,8,156,5.05
saboteur,8,156,5.05
accruing,8,155,5.043
crossbar,8,155,5.043
humorist,8,155,5.043
stalwart,8,155,5.043
unsealed,8,155,5.043
artfully,8,154,5.037
cashmere,8,154,5.037
dethrone,8,154,5.037
droughts,8,154,5.037
flagpole,8,154,5.037
headband,8,154,5.037
ironside,8,154,5.037
quotable,8,154,5.037
rejoiced,8,154,5.037
sameness,8,154,5.037
scooping,8,154,5.037
crawfish,8,153,5.03
equalled,8,153,5.03
essences,8,153,5.03
eyeliner,8,153,5.03
faltered,8,153,5.03
fluidity,8,153,5.03
gnashing,8,153,5.03
subsonic,8,153,5.03
tabulate,8,153,5.03
tailgate,8,153,5.03
absentee,8,152,5.024
drudgery,8,152,5.024
enjoined,8,152,5.024
keepsake,8,152,5.024
rejoices,8,152,5.024
vanities,8,152,5.024
whitened,8,152,5.024
heatwave,8,151,5.017
helmsman,8,151,5.017
hurrying,8,151,5.017
landless,8,151,5.017
readying,8,151,5.017
shoehorn,8,151,5.017
skylight,8,151,5.017
tightest,8,151,5.017
untoward,8,151,5.017
munition,8,150,5.011
peppered,8,150,5.011
pivoting,8,150,5.011
stooping,8,150,5.011
stopover,8,150,5.011
terraces,8,150,5.011
beautys,8,149,5.004
dovetail,8,149,5.004
feigning,8,149,5.004
hitching,8,149,5.004
prancing,8,149,5.004
baccarat,8,148,4.997
clemency,8,148,4.997
derisive,8,148,4.997
flowered,8,148,4.997
shrunken,8,148,4.997
speckles,8,148,4.997
steepest,8,148,4.997
stockade,8,148,4.997
unseemly,8,148,4.997
breeches,8,147,4.99
Elaines,8,147,4.99
intermix,8,147,4.99
slanders,8,147,4.99
Swedens,8,147,4.99
demander,8,146,4.984
flatness,8,146,4.984
Forbess,8,146,4.984
funneled,8,146,4.984
mulberry,8,146,4.984
overshot,8,146,4.984
polarize,8,146,4.984
Thomass,8,146,4.984
typecast,8,146,4.984
warhorse,8,146,4.984
banquets,8,145,4.977
didactic,8,145,4.977
hurtling,8,145,4.977
remaking,8,145,4.977
typified,8,145,4.977
Viennese,8,145,4.977
agonized,8,144,4.97
appraise,8,144,4.97
handfuls,8,144,4.97
nativity,8,144,4.97
sloppily,8,144,4.97
subtypes,8,144,4.97
absences,8,143,4.963
absorber,8,143,4.963
adherent,8,143,4.963
enviable,8,143,4.963
jacketed,8,143,4.963
overtone,8,143,4.963
petulant,8,143,4.963
softener,8,143,4.963
catchers,8,142,4.956
earphone,8,142,4.956
humanize,8,142,4.956
maximums,8,142,4.956
villager,8,142,4.956
composes,8,141,4.949
glimpsed,8,141,4.949
nepotism,8,141,4.949
timidity,8,141,4.949
admonish,8,140,4.942
dampened,8,140,4.942
glycerol,8,140,4.942
hilarity,8,140,4.942
maleness,8,140,4.942
meanness,8,140,4.942
whizzing,8,140,4.942
alcohols,8,139,4.934
bandaged,8,139,4.934
candidly,8,139,4.934
currants,8,139,4.934
eminence,8,139,4.934
flapjack,8,139,4.934
impostor,8,139,4.934
Olivers,8,139,4.934
Senates,8,139,4.934
showboat,8,139,4.934
swooping,8,139,4.934
trifling,8,139,4.934
ironclad,8,138,4.927
mustered,8,138,4.927
sardonic,8,138,4.927
snatches,8,138,4.927
avocados,8,137,4.92
finality,8,137,4.92
harangue,8,137,4.92
rekindle,8,137,4.92
rockets,8,137,4.92
salivate,8,137,4.92
stagnate,8,137,4.92
hoodlums,8,136,4.913
lavatory,8,136,4.913
lizards,8,136,4.913
obligate,8,136,4.913
populism,8,136,4.913
reassign,8,136,4.913
tutelage,8,136,4.913
untangle,8,136,4.913
buffoons,8,135,4.905
emphases,8,135,4.905
marinate,8,135,4.905
martinis,8,135,4.905
mournful,8,135,4.905
solidity,8,135,4.905
solvency,8,135,4.905
squeaked,8,135,4.905
colonels,8,134,4.898
exorcise,8,134,4.898
harbored,8,134,4.898
harvests,8,134,4.898
parabola,8,134,4.898
relegate,8,134,4.898
skittish,8,134,4.898
slickers,8,134,4.898
smocking,8,134,4.898
snowshoe,8,134,4.898
sulphate,8,134,4.898
volcanos,8,134,4.898
Wesleys,8,134,4.898
bristles,8,133,4.89
censuses,8,133,4.89
climaxes,8,133,4.89
dynamism,8,133,4.89
plankton,8,133,4.89
pummeled,8,133,4.89
senility,8,133,4.89
soulless,8,133,4.89
Antietam,8,132,4.883
mobsters,8,132,4.883
offstage,8,132,4.883
porpoise,8,132,4.883
westerly,8,132,4.883
Xaviers,8,132,4.883
feasting,8,131,4.875
hedonist,8,131,4.875
kilowatt,8,131,4.875
marveled,8,131,4.875
scurried,8,131,4.875
stigmata,8,131,4.875
befriend,8,130,4.868
encircle,8,130,4.868
futurism,8,130,4.868
gratuity,8,130,4.868
monotony,8,130,4.868
parodied,8,130,4.868
schooner,8,130,4.868
softwood,8,130,4.868
commoner,8,129,4.86
dampness,8,129,4.86
divorcee,8,129,4.86
Angelina,8,128,4.852
bouquets,8,128,4.852
britches,8,128,4.852
closeups,8,128,4.852
commuted,8,128,4.852
derriere,8,128,4.852
mandible,8,128,4.852
Salinger,8,128,4.852
sombrero,8,128,4.852
emigrant,8,127,4.844
fullback,8,127,4.844
ladyship,8,127,4.844
landlady,8,127,4.844
largesse,8,127,4.844
peddlers,8,127,4.844
snipers,8,127,4.844
tarragon,8,127,4.844
bellowed,8,126,4.836
defecate,8,126,4.836
hibiscus,8,126,4.836
maladies,8,126,4.836
neuroses,8,126,4.836
bourbons,8,125,4.828
daybreak,8,125,4.828
pullback,8,125,4.828
pullover,8,125,4.828
remotest,8,125,4.828
takeoffs,8,125,4.828
underarm,8,125,4.828
whoppers,8,125,4.828
belching,8,124,4.82
hydrated,8,124,4.82
rapidity,8,124,4.82
reassert,8,124,4.82
sopranos,8,124,4.82
sparkles,8,124,4.82
chiseled,8,123,4.812
Denvers,8,123,4.812
drafters,8,123,4.812
drunkard,8,123,4.812
freewill,8,123,4.812
renovate,8,123,4.812
thieving,8,123,4.812
vaulting,8,123,4.812
cockpits,8,122,4.804
credibly,8,122,4.804
fatalism,8,122,4.804
frenetic,8,122,4.804
gossamer,8,122,4.804
grinders,8,122,4.804
inedible,8,122,4.804
invitees,8,122,4.804
nocturne,8,122,4.804
shunning,8,122,4.804
streets,8,122,4.804
amputate,8,121,4.796
broached,8,121,4.796
broadens,8,121,4.796
burnings,8,121,4.796
doorstop,8,121,4.796
guttural,8,121,4.796
marigold,8,121,4.796
meteoric,8,121,4.796
moribund,8,121,4.796
peacocks,8,121,4.796
perfumed,8,121,4.796
rummaged,8,121,4.796
slacking,8,121,4.796
squinted,8,121,4.796
walkways,8,121,4.796
butchery,8,120,4.787
costumed,8,120,4.787
gangrene,8,120,4.787
tailspin,8,120,4.787
televise,8,120,4.787
banister,8,119,4.779
escapism,8,119,4.779
foraging,8,119,4.779
gumption,8,119,4.779
handcuff,8,119,4.779
hatchery,8,119,4.779
heedless,8,119,4.779
intruded,8,119,4.779
quatrain,8,119,4.779
safeties,8,119,4.779
wordplay,8,119,4.779
abdicate,8,118,4.771
chairing,8,118,4.771
colander,8,118,4.771
Germans,8,118,4.771
Harleys,8,118,4.771
insolent,8,118,4.771
madrigal,8,118,4.771
overhear,8,118,4.771
pacifism,8,118,4.771
pinecone,8,118,4.771
pinewood,8,118,4.771
dejected,8,117,4.762
juniors,8,117,4.762
Mortons,8,117,4.762
mourners,8,117,4.762
prowling,8,117,4.762
semolina,8,117,4.762
tortuous,8,117,4.762
downcast,8,116,4.754
pretrial,8,116,4.754
salivary,8,116,4.754
scowling,8,116,4.754
allergen,8,115,4.745
arpeggio,8,115,4.745
critics,8,115,4.745
disfavor,8,115,4.745
freakish,8,115,4.745
greening,8,115,4.745
hustling,8,115,4.745
spoilage,8,115,4.745
surefire,8,115,4.745
vignette,8,115,4.745
boldface,8,114,4.736
Chinaman,8,114,4.736
hothouse,8,114,4.736
humpback,8,114,4.736
motherly,8,114,4.736
penciled,8,114,4.736
playbill,8,114,4.736
quackery,8,114,4.736
studious,8,114,4.736
valleys,8,114,4.736
biracial,8,113,4.727
bookworm,8,113,4.727
curative,8,113,4.727
disloyal,8,113,4.727
drooping,8,113,4.727
easement,8,113,4.727
glycerin,8,113,4.727
Holstein,8,113,4.727
idealize,8,113,4.727
newsreel,8,113,4.727
sparkled,8,113,4.727
dressers,8,112,4.718
exhaling,8,112,4.718
listless,8,112,4.718
peephole,8,112,4.718
porters,8,112,4.718
sidearms,8,112,4.718
starling,8,112,4.718
vanquish,8,112,4.718
blackest,8,111,4.71
fairways,8,111,4.71
humanely,8,111,4.71
immunize,8,111,4.71
litigate,8,111,4.71
oilfield,8,111,4.71
overwork,8,111,4.71
adjuncts,8,110,4.7
eventful,8,110,4.7
pandemic,8,110,4.7
Spaniard,8,110,4.7
wordless,8,110,4.7
castrate,8,109,4.691
collared,8,109,4.691
contrive,8,109,4.691
deviance,8,109,4.691
fielders,8,109,4.691
flathead,8,109,4.691
impelled,8,109,4.691
lordship,8,109,4.691
overlong,8,109,4.691
reticent,8,109,4.691
zodiacal,8,109,4.691
aphorism,8,108,4.682
diehards,8,108,4.682
disabuse,8,108,4.682
dutchess,8,108,4.682
firebomb,8,108,4.682
pervaded,8,108,4.682
scabbard,8,108,4.682
scalding,8,108,4.682
wishbone,8,108,4.682
allspice,8,107,4.673
birdseed,8,107,4.673
canvases,8,107,4.673
colonist,8,107,4.673
compacts,8,107,4.673
crackles,8,107,4.673
crannies,8,107,4.673
devoutly,8,107,4.673
elongate,8,107,4.673
longhorn,8,107,4.673
molehill,8,107,4.673
pennants,8,107,4.673
reveling,8,107,4.673
silences,8,107,4.673
tadpoles,8,107,4.673
archduke,8,106,4.663
ashtrays,8,106,4.663
boatload,8,106,4.663
commutes,8,106,4.663
gadgetry,8,106,4.663
pillaged,8,106,4.663
Polands,8,106,4.663
seaplane,8,106,4.663
swindled,8,106,4.663
unheated,8,106,4.663
banality,8,105,4.654
baptisms,8,105,4.654
briefest,8,105,4.654
detested,8,105,4.654
dumpling,8,105,4.654
escapist,8,105,4.654
greenery,8,105,4.654
leathery,8,105,4.654
buttress,8,104,4.644
enmeshed,8,104,4.644
orchards,8,104,4.644
paneling,8,104,4.644
passerby,8,104,4.644
postcode,8,104,4.644
braiding,8,103,4.635
buckskin,8,103,4.635
crevices,8,103,4.635
elbowing,8,103,4.635
forklift,8,103,4.635
hastened,8,103,4.635
hopefuls,8,103,4.635
idleness,8,103,4.635
languish,8,103,4.635
mortuary,8,103,4.635
unafraid,8,103,4.635
weakling,8,103,4.635
bifocals,8,102,4.625
Christen,8,102,4.625
coalesce,8,102,4.625
divining,8,102,4.625
dumbbell,8,102,4.625
highbrow,8,102,4.625
hollered,8,102,4.625
Jacksons,8,102,4.625
perforce,8,102,4.625
skirting,8,102,4.625
bilinear,8,101,4.615
overhand,8,101,4.615
platoons,8,101,4.615
reverent,8,101,4.615
yearling,8,101,4.615
abrogate,8,100,4.605
ambushes,8,100,4.605
lathered,8,100,4.605
nosedive,8,100,4.605
objector,8,100,4.605
recitals,8,100,4.605
recoiled,8,100,4.605
trembles,8,100,4.605
unheeded,8,100,4.605
banknote,8,99,4.595
bulldoze,8,99,4.595
chimneys,8,99,4.595
cleanups,8,99,4.595
connotes,8,99,4.595
erectile,8,99,4.595
immanent,8,99,4.595
oratorio,8,99,4.595
shadings,8,99,4.595
tendered,8,99,4.595
virility,8,99,4.595
amassing,8,98,4.585
dynastic,8,98,4.585
edifying,8,98,4.585
fastener,8,98,4.585
feldspar,8,98,4.585
fiftieth,8,98,4.585
phonemic,8,98,4.585
pushover,8,98,4.585
rationed,8,98,4.585
sanctify,8,98,4.585
scornful,8,98,4.585
siphoned,8,98,4.585
Tantalus,8,98,4.585
beefcake,8,97,4.575
blacking,8,97,4.575
farthing,8,97,4.575
hogshead,8,97,4.575
implored,8,97,4.575
moonbeam,8,97,4.575
piddling,8,97,4.575
steadied,8,97,4.575
unawares,8,97,4.575
unfurled,8,97,4.575
boroughs,8,96,4.564
bouillon,8,96,4.564
dilating,8,96,4.564
encroach,8,96,4.564
evasions,8,96,4.564
mishmash,8,96,4.564
treetops,8,96,4.564
upraised,8,96,4.564
vacuumed,8,96,4.564
buttons,8,95,4.554
downpour,8,95,4.554
freckled,8,95,4.554
furrowed,8,95,4.554
neatness,8,95,4.554
outsmart,8,95,4.554
outstrip,8,95,4.554
overrode,8,95,4.554
polishes,8,95,4.554
spinster,8,95,4.554
Walters,8,95,4.554
blowhard,8,94,4.543
copulate,8,94,4.543
cribbage,8,94,4.543
entangle,8,94,4.543
fatalist,8,94,4.543
Irishmen,8,94,4.543
masseuse,8,94,4.543
nobleman,8,94,4.543
noontide,8,94,4.543
stakeout,8,94,4.543
averting,8,93,4.533
biopsies,8,93,4.533
costumer,8,93,4.533
diffuses,8,93,4.533
geranium,8,93,4.533
incubate,8,93,4.533
shoveled,8,93,4.533
spurring,8,93,4.533
unwisely,8,93,4.533
woodsman,8,93,4.533
edgewise,8,92,4.522
eggshell,8,92,4.522
pinscher,8,92,4.522
roosters,8,92,4.522
uneasily,8,92,4.522
adsorbed,8,91,4.511
boomtown,8,91,4.511
frazzled,8,91,4.511
nonstick,8,91,4.511
rivulets,8,91,4.511
silkworm,8,91,4.511
consoled,8,90,4.5
drugging,8,90,4.5
homespun,8,90,4.5
legalism,8,90,4.5
prettily,8,90,4.5
pursuers,8,90,4.5
sixpence,8,90,4.5
swatches,8,90,4.5
toppling,8,90,4.5
tripwire,8,90,4.5
wrestles,8,90,4.5
yachting,8,90,4.5
acrimony,8,89,4.489
amicably,8,89,4.489
assailed,8,89,4.489
camisole,8,89,4.489
clowning,8,89,4.489
crackled,8,89,4.489
disunity,8,89,4.489
rearward,8,89,4.489
resealed,8,89,4.489
ubiquity,8,89,4.489
alleyway,8,88,4.477
basilica,8,88,4.477
casebook,8,88,4.477
cowboys,8,88,4.477
excavate,8,88,4.477
inundate,8,88,4.477
minutiae,8,88,4.477
routings,8,88,4.477
snatcher,8,88,4.477
spacings,8,88,4.477
vibrated,8,88,4.477
abhorred,8,87,4.466
ascribes,8,87,4.466
crayfish,8,87,4.466
gymnasts,8,87,4.466
landfall,8,87,4.466
negligee,8,87,4.466
pizzeria,8,87,4.466
recurred,8,87,4.466
swamping,8,87,4.466
thinness,8,87,4.466
ungainly,8,87,4.466
barnacle,8,86,4.454
carbines,8,86,4.454
deadwood,8,86,4.454
idiocies,8,86,4.454
Luthers,8,86,4.454
squeegee,8,86,4.454
blighted,8,85,4.443
blustery,8,85,4.443
chitchat,8,85,4.443
deplored,8,85,4.443
dropkick,8,85,4.443
grappled,8,85,4.443
middling,8,85,4.443
minutely,8,85,4.443
muddling,8,85,4.443
satirist,8,85,4.443
scavenge,8,85,4.443
doldrums,8,84,4.431
dullness,8,84,4.431
proctors,8,84,4.431
scuttled,8,84,4.431
wildness,8,84,4.431
catacomb,8,83,4.419
daffodil,8,83,4.419
duckling,8,83,4.419
eyeglass,8,83,4.419
fatherly,8,83,4.419
flitting,8,83,4.419
medicate,8,83,4.419
retching,8,83,4.419
rutabaga,8,83,4.419
scoffing,8,83,4.419
unfrozen,8,83,4.419
gluttony,8,82,4.407
honeydew,8,82,4.407
interred,8,82,4.407
lowliest,8,82,4.407
scorcher,8,82,4.407
washings,8,82,4.407
coalmine,8,81,4.394
eschewed,8,81,4.394
lapidary,8,81,4.394
lurching,8,81,4.394
misplace,8,81,4.394
recouped,8,81,4.394
sayonara,8,81,4.394
scaffold,8,81,4.394
foretell,8,80,4.382
galvanic,8,80,4.382
gladness,8,80,4.382
logician,8,80,4.382
nearness,8,80,4.382
slovenly,8,80,4.382
spenders,8,80,4.382
stapling,8,80,4.382
appeased,8,79,4.369
bathtubs,8,79,4.369
contrite,8,79,4.369
ladybird,8,79,4.369
migrates,8,79,4.369
Miltons,8,79,4.369
mulching,8,79,4.369
newlywed,8,79,4.369
rootless,8,79,4.369
seedless,8,79,4.369
abounded,8,78,4.357
Balinese,8,78,4.357
clambake,8,78,4.357
drumbeat,8,78,4.357
feathery,8,78,4.357
federals,8,78,4.357
germinal,8,78,4.357
landmine,8,78,4.357
penitent,8,78,4.357
presides,8,78,4.357
sprinted,8,78,4.357
torrents,8,78,4.357
vocalize,8,78,4.357
afferent,8,77,4.344
eardrums,8,77,4.344
headwind,8,77,4.344
hereunto,8,77,4.344
mealtime,8,77,4.344
oleander,8,77,4.344
prejudge,8,77,4.344
slumming,8,77,4.344
steadier,8,77,4.344
Faustian,8,76,4.331
Indians,8,76,4.331
onlooker,8,76,4.331
sonogram,8,76,4.331
accustom,8,75,4.317
anatomic,8,75,4.317
barbers,8,75,4.317
Claudes,8,75,4.317
earpiece,8,75,4.317
pectoral,8,75,4.317
sewerage,8,75,4.317
unerring,8,75,4.317
unrolled,8,75,4.317
weeklies,8,75,4.317
assessor,8,74,4.304
diocesan,8,74,4.304
linesman,8,74,4.304
Rapunzel,8,74,4.304
southpaw,8,74,4.304
toboggan,8,74,4.304
unshaven,8,74,4.304
crushers,8,73,4.29
footpath,8,73,4.29
hangouts,8,73,4.29
manicure,8,73,4.29
operetta,8,73,4.29
preening,8,73,4.29
serenely,8,73,4.29
skippers,8,73,4.29
slipshod,8,73,4.29
drumhead,8,72,4.277
endeared,8,72,4.277
godspeed,8,72,4.277
headlamp,8,72,4.277
moralist,8,72,4.277
picketed,8,72,4.277
prolongs,8,72,4.277
unlinked,8,72,4.277
anteater,8,71,4.263
busyness,8,71,4.263
churlish,8,71,4.263
cogently,8,71,4.263
fritters,8,71,4.263
lavished,8,71,4.263
leftward,8,71,4.263
locution,8,71,4.263
proudest,8,71,4.263
wisteria,8,71,4.263
blinkers,8,70,4.248
coxswain,8,70,4.248
deviancy,8,70,4.248
dietetic,8,70,4.248
excision,8,70,4.248
fiercest,8,70,4.248
irrigate,8,70,4.248
lovebird,8,70,4.248
marines,8,70,4.248
miscarry,8,70,4.248
pawnshop,8,70,4.248
punctual,8,70,4.248
riffraff,8,70,4.248
ruminate,8,70,4.248
tightwad,8,70,4.248
unreason,8,70,4.248
Welshman,8,70,4.248
windsock,8,70,4.248
ductwork,8,69,4.234
escapees,8,69,4.234
plunking,8,69,4.234
simmered,8,69,4.234
squiggle,8,69,4.234
browbeat,8,68,4.22
clanking,8,68,4.22
collages,8,68,4.22
commends,8,68,4.22
coveting,8,68,4.22
Custers,8,68,4.22
embolism,8,68,4.22
freights,8,68,4.22
idolized,8,68,4.22
megatons,8,68,4.22
outshine,8,68,4.22
raindrop,8,68,4.22
salutary,8,68,4.22
schnapps,8,68,4.22
Scottys,8,68,4.22
unburned,8,68,4.22
unguided,8,68,4.22
demagogy,8,67,4.205
encloses,8,67,4.205
Euclids,8,67,4.205
hoarsely,8,67,4.205
ironical,8,67,4.205
opulence,8,67,4.205
proximal,8,67,4.205
puddings,8,67,4.205
seacoast,8,67,4.205
showgirl,8,67,4.205
starched,8,67,4.205
acrobats,8,66,4.19
Alleluia,8,66,4.19
aqualung,8,66,4.19
croaking,8,66,4.19
gangland,8,66,4.19
gardenia,8,66,4.19
leadings,8,66,4.19
nuthouse,8,66,4.19
Pamelas,8,66,4.19
roughage,8,66,4.19
roughest,8,66,4.19
warbling,8,66,4.19
bareback,8,65,4.174
freezers,8,65,4.174
heatedly,8,65,4.174
indolent,8,65,4.174
misfired,8,65,4.174
pinochle,8,65,4.174
ruefully,8,65,4.174
Tahitian,8,65,4.174
tailwind,8,65,4.174
adjudged,8,64,4.159
arboreal,8,64,4.159
bordello,8,64,4.159
brandish,8,64,4.159
chenille,8,64,4.159
creepers,8,64,4.159
halogens,8,64,4.159
knitwear,8,64,4.159
peekaboo,8,64,4.159
prompter,8,64,4.159
resettle,8,64,4.159
royalist,8,64,4.159
turbojet,8,64,4.159
woodbine,8,64,4.159
bandanna,8,63,4.143
cockeyed,8,63,4.143
entrench,8,63,4.143
lovelorn,8,63,4.143
poetical,8,63,4.143
pretexts,8,63,4.143
shirking,8,63,4.143
shuttled,8,63,4.143
skinless,8,63,4.143
sleepily,8,63,4.143
sodomite,8,63,4.143
woodshed,8,63,4.143
youngish,8,63,4.143
befuddle,8,62,4.127
beguiled,8,62,4.127
folktale,8,62,4.127
Lilliput,8,62,4.127
remitted,8,62,4.127
rickshaw,8,62,4.127
slothful,8,62,4.127
squatter,8,62,4.127
statuary,8,62,4.127
stumping,8,62,4.127
swerving,8,62,4.127
tinkling,8,62,4.127
vermouth,8,62,4.127
zealotry,8,62,4.127
beetroot,8,61,4.111
comedown,8,61,4.111
defacing,8,61,4.111
dextrous,8,61,4.111
draughts,8,61,4.111
Edisons,8,61,4.111
glinting,8,61,4.111
handrail,8,61,4.111
optician,8,61,4.111
pitiable,8,61,4.111
porthole,8,61,4.111
slapdash,8,61,4.111
strutted,8,61,4.111
subduing,8,61,4.111
villainy,8,61,4.111
aqueduct,8,60,4.094
blowback,8,60,4.094
costlier,8,60,4.094
crockery,8,60,4.094
curbside,8,60,4.094
deplores,8,60,4.094
halfback,8,60,4.094
houseboy,8,60,4.094
Huxleys,8,60,4.094
intrudes,8,60,4.094
knuckled,8,60,4.094
misleads,8,60,4.094
nestling,8,60,4.094
overstep,8,60,4.094
rucksack,8,60,4.094
scraggly,8,60,4.094
Sophias,8,60,4.094
spiraled,8,60,4.094
stiffens,8,60,4.094
superego,8,60,4.094
backwash,8,59,4.078
Berlins,8,59,4.078
braggart,8,59,4.078
crooning,8,59,4.078
deceives,8,59,4.078
deltoids,8,59,4.078
dissents,8,59,4.078
dockside,8,59,4.078
engraver,8,59,4.078
jubilant,8,59,4.078
smoothie,8,59,4.078
sorriest,8,59,4.078
unbidden,8,59,4.078
underlay,8,59,4.078
breakups,8,58,4.06
scooting,8,58,4.06
bassinet,8,57,4.043
checkoff,8,57,4.043
ganglion,8,57,4.043
hookworm,8,57,4.043
knothole,8,57,4.043
lamppost,8,57,4.043
lumbered,8,57,4.043
noblesse,8,57,4.043
overfill,8,57,4.043
reorient,8,57,4.043
ringlets,8,57,4.043
sponging,8,57,4.043
thuggery,8,57,4.043
unsolder,8,57,4.043
cherubim,8,56,4.025
deafened,8,56,4.025
detoured,8,56,4.025
doggedly,8,56,4.025
enshrine,8,56,4.025
muffling,8,56,4.025
parlayed,8,56,4.025
pinholes,8,56,4.025
planking,8,56,4.025
purposed,8,56,4.025
ripening,8,56,4.025
suffused,8,56,4.025
surmount,8,56,4.025
vexation,8,56,4.025
wayfarer,8,56,4.025
antitank,8,55,4.007
beautify,8,55,4.007
busybody,8,55,4.007
clinches,8,55,4.007
footstep,8,55,4.007
freedmen,8,55,4.007
glowered,8,55,4.007
